No,CWI Job Number,Order Ref. Number,S/No,RATE SOURCE,DESCRIPTION,RATE,Formula,Q'TY,TOTAL (USD),REV RATE,REV TOTAL,DIFFERENCE,Validation_Status,Ref_Rate_USD,Python_Delta,CG_Band,Charge_Group,Gate_Score,Gate_Status,PDF_Count,Validation_Notes
11,BAMF0017850,HVDC-ADOPT-SCT-0127,3,CONTRACT,TERMINAL HANDLING FEE (1 X 20DC),372.0,,1,372.0,372.0,372.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
12,BAMF0017850,HVDC-ADOPT-SCT-0127,4,CONTRACT,TRANSPORTATION CHARGES (1 X 20DC) FROM KHALIFA PORT TO DSV MUSSAFAH YARD,252.0,,1,252.0,252.0,252.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
13,BAMF0017850,HVDC-ADOPT-SCT-0127,5,AT COST,ISPS IMPORT FEE (1 X 20DC),10.0,,1,10.0,10.0,10.0,0.0,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,No PDF docs
14,BAMF0017850,HVDC-ADOPT-SCT-0127,6,AT COST,CARRIER CONTAINER MAINTENANCE FEE (1 X 20DC),47.65146358066712,=175/3.6725,1,47.65146358066712,47.65,47.65,-0.001463580667120823,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,VBA DIFF: $-0.00; No PDF docs
15,BAMF0017850,HVDC-ADOPT-SCT-0127,7,AT COST,PORT CONTAINER INSPECTION FEE (1 X 20DC),8.168822328114365,=30/3.6725,1,8.168822328114365,8.17,8.17,0.001177671885635334,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,VBA DIFF: $0.00; No PDF docs
16,BAMF0016623,HVDC-ADOPT-SCT-0038,1,CONTRACT,PORT CONTAINER REPAIR FEES (KOCU4717043),49.01,=180/3.6725,1,49.01,49.01,49.01,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
17,BAMF0017824,HVDC-ADOPT-SCT-0122,1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
18,BAMF0017824,HVDC-ADOPT-SCT-0122,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
19,BAMF0017824,HVDC-ADOPT-SCT-0122,3,CONTRACT,TERMINAL HANDLING FEE (1 X 20DC),372.0,,1,372.0,372.0,372.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
20,BAMF0017824,HVDC-ADOPT-SCT-0122,4,CONTRACT,TRANSPORTATION CHARGES (1 X 20DC) FROM KHALIFA PORT TO DSV MUSSAFAH YARD,252.0,,1,252.0,252.0,252.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
21,BAMF0017824,HVDC-ADOPT-SCT-0122,5,AT COST,CARRIER CONTAINER INSPECTION FEE (1 X 20DC),40.84411164057182,=150/3.6725,1,40.84411164057182,40.84,40.84,-0.004111640571814235,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,VBA DIFF: $-0.00; No PDF docs
22,BAMF0017824,HVDC-ADOPT-SCT-0122,6,AT COST,CARRIER CONTAINER PROTECTION FEE (1 X 20DC),8.168822328114365,=30/3.6725,1,8.168822328114365,8.17,8.17,0.001177671885635334,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,VBA DIFF: $0.00; No PDF docs
23,BAMF0017824,HVDC-ADOPT-SCT-0122,7,AT COST,PORT CONTAINER INSPECTION & WASHING FEE (1 X 20DC),21.78352620830497,=(25+55)/3.6725,1,21.78352620830497,21.78,21.78,-0.0035262083049687476,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,VBA DIFF: $-0.00; No PDF docs
24,BAMF0017825,HVDC-ADOPT-SCT-0131,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
25,BAMF0017825,HVDC-ADOPT-SCT-0131,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
26,BAMF0017825,HVDC-ADOPT-SCT-0131,3,CONTRACT,TERMINAL HANDLING CHARGES (CW: 2136 KG),0.55,,2136,1174.8000000000002,0.55,1174.8000000000002,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
27,BAMF0017825,HVDC-ADOPT-SCT-0131,4,CONTRACT,TRANSPORTATION CHARGES (1 FB) FROM AUH AIRPORT TO MOSB,200.0,,1,200.0,200.0,200.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
28,BAMF0017825,HVDC-ADOPT-SCT-0131,5,AT COST,APPOINTMENT FEE,7.351940095302927,=27/3.6725,1,7.351940095302927,7.35,7.35,-0.0019400953029276025,FAIL,2.001361470388019,267.35,CRITICAL,PortalFee,50,FAIL,0,VBA DIFF: $-0.00; No PDF docs
29,BAMF0017825,HVDC-ADOPT-SCT-0131,6,AT COST,DPC FEE,9.530292716133424,=35/3.6725,1,9.530292716133424,9.53,9.53,-0.00029271613342451985,FAIL,2.5949625595643293,267.26,CRITICAL,PortalFee,50,FAIL,0,VBA DIFF: $-0.00; No PDF docs
30,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
31,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
32,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",3,CONTRACT,TERMINAL HANDLING FEE (1 X 40HC),479.0,,1,479.0,479.0,479.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
33,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",4,CONTRACT,TRANSPORTATION CHARGES (1 X 40HC) FROM KP TO DSV MUSSAFAH YARD,252.0,,1,252.0,252.0,252.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
34,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",5,AT COST,CARRIER CONTAINER REPOSITIONING FEE (1 X 40HC),8.0,=29.38/3.6725,1,8.0,8.0,8.0,0.0,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,No PDF docs
35,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",6,AT COST,CARRIER COTNAINER INSPECTION FEE (1 X 40HC),35.39823008849557,=130/3.6725,1,35.39823008849557,35.4,35.4,0.0017699115044251812,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,VBA DIFF: $0.00; No PDF docs
36,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",7,AT COST,CARRIER COTNAINER ADMIN FEE (1 X 40HC),9.530292716133424,=35/3.6725,1,9.530292716133424,9.53,9.53,-0.00029271613342451985,REVIEW_NEEDED,,,N/A,PortalFee,50,FAIL,0,VBA DIFF: $-0.00; No PDF docs
37,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",8,AT COST,PORT CONTAINER ADMIN/INSPECTION FEE (1 X 40HC),6.8073519400953035,=25/3.6725,1,6.8073519400953035,6.81,6.81,0.002648059904696076,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,VBA DIFF: $0.00; No PDF docs
38,BAMF0017918,"HVDC-ADOPT-SCT-0123, 0124",9,AT COST,PORT CONTAINER WASHING FEE (1 X 40HC),21.78352620830497,=80/3.6725,1,21.78352620830497,21.78,21.78,-0.0035262083049687476,REVIEW_NEEDED,,,N/A,AtCost,50,FAIL,0,VBA DIFF: $-0.00; No PDF docs
39,BAMF0018127,HVDC-ADOPT-SCT-0134,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
40,BAMF0018127,HVDC-ADOPT-SCT-0134,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
41,BAMF0018127,HVDC-ADOPT-SCT-0134,3,CONTRACT,TERMINAL HANDLING CHARGES (CW: 2136 KG),0.55,,2178,1197.9,0.55,1197.9,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
42,BAMF0018127,HVDC-ADOPT-SCT-0134,4,CONTRACT,TRANSPORTATION CHARGES (3 TON PU) FROM AUH AIRPORT TO MOSB,100.0,,1,100.0,100.0,100.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
43,BAMF0018127,HVDC-ADOPT-SCT-0134,5,CONTRACT,TRANSPORTATION CHARGES (1 FB) FROM AUH AIRPORT TO MIRFA + SHUWEIHAT,810.0,=(420/2)+600,1,810.0,810.0,810.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
44,BAMF0018127,HVDC-ADOPT-SCT-0134,6,AT COST,DOCUMENTATION PROCESSING FEE,9.530292716133424,=35/3.6725,1,9.530292716133424,9.53,9.53,-0.00029271613342451985,REVIEW_NEEDED,,,N/A,PortalFee,50,FAIL,0,VBA DIFF: $-0.00; No PDF docs
45,BAMF0018127,HVDC-ADOPT-SCT-0134,7,AT COST,TRUCK APPOINTMENT FEE,7.351940095302927,=27/3.6725,1,7.351940095302927,7.35,7.35,-0.0019400953029276025,FAIL,2.001361470388019,267.35,CRITICAL,PortalFee,50,FAIL,0,VBA DIFF: $-0.00; No PDF docs
46,BAMF0017761,HVDC-ADOPT-HE-0471,1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
47,BAMF0017761,HVDC-ADOPT-HE-0471,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
48,BAMF0017768,HVDC-ADOPT-HE-0472,1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
49,BAMF0017768,HVDC-ADOPT-HE-0472,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
50,BAMF0017769,HVDC-ADOPT-HE-0473,1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
51,BAMF0017769,HVDC-ADOPT-HE-0473,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
52,BAMF0017867,"HVDC-ADOPT-HE-0450, 0459, 0460",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
53,BAMF0017867,"HVDC-ADOPT-HE-0450, 0459, 0460",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
54,BAMF0017960,"HVDC-ADOPT-HE-0466,0467,0468",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
55,BAMF0017960,"HVDC-ADOPT-HE-0466,0467,0468",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
56,BAMF0017886,"HVDC-ADOPT-HE-0464,0465,0470",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
57,BAMF0017886,"HVDC-ADOPT-HE-0464,0465,0470",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
58,BAMF0017895,"HVDC-ADOPT-HE-0437,0438-2,0439-2,0440-2,0441-1",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
59,BAMF0017895,"HVDC-ADOPT-HE-0437,0438-2,0439-2,0440-2,0441-1",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
60,BAMF0017784,HVDC-ADOPT-HE-0487,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
61,BAMF0017784,HVDC-ADOPT-HE-0487,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
62,BAMF0017782,"HVDC-ADOPT-HE-0438, 0439, 0440-1, 0441, 0482, 0454",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
63,BAMF0017782,"HVDC-ADOPT-HE-0438, 0439, 0440-1, 0441, 0482, 0454",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
64,BAMF0018017,"HVDC-ADOPT-HE-0425, 0426, 0427, 0428",1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
65,BAMF0018017,"HVDC-ADOPT-HE-0425, 0426, 0427, 0428",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
66,BAMF0018063,HVDC-ADOPT-HE-0475,1,CONTRACT,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,PASS,150.0,0.0,PASS,Contract,80,PASS,0,Within tolerance; No PDF docs
67,BAMF0018063,HVDC-ADOPT-HE-0475,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
68,BAMF0017944,HVDC-ADOPT-HE-0497,1,CONTRACT,MASTER DO FEE,80.0,,2,160.0,80.0,160.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
69,BAMF0017944,HVDC-ADOPT-HE-0497,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,2,300.0,150.0,300.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
70,BAMF0017956,HVDC-ADOPT-HE-0500,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
71,BAMF0017956,HVDC-ADOPT-HE-0500,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
72,BAMF0017779,HVDC-ADOPT-HE-0488,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
73,BAMF0017779,HVDC-ADOPT-HE-0488,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
74,BAMF0017809,"HVDC-ADOPT-HE-0495, 0496",1,CONTRACT,MASTER DO FEE,80.0,,2,160.0,80.0,160.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
75,BAMF0017809,"HVDC-ADOPT-HE-0495, 0496",2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,2,300.0,150.0,300.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
76,BAMF0018061,HVDC-ADOPT-HE-0498,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
77,BAMF0018061,HVDC-ADOPT-HE-0498,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
78,BAMF0018095,HVDC-ADOPT-HE-0501,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
79,BAMF0018095,HVDC-ADOPT-HE-0501,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
80,BAMF0018089,HVDC-ADOPT-HE-0502,1,CONTRACT,MASTER DO FEE,80.0,,1,80.0,80.0,80.0,0.0,FAIL,150.0,-46.67,CRITICAL,Contract,65,FAIL,0,High delta: -46.67%; No PDF docs
81,BAMF0018089,HVDC-ADOPT-HE-0502,2,CONTRACT,CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Contract,50,FAIL,0,No ref rate found in configuration; No PDF docs
82,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),1,DUTY,BILL OF ENTRY,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
83,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),2,DUTY,REGISTERATION FEE & KNOWLEDGE DIRHAM,24.51,,1,24.51,24.51,24.51,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
84,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),3,DUTY,DOCS PROCESSING,15.72,,1,15.72,15.72,15.72,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
85,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),4,DUTY,GATE PASS CHARGES,8.58,,1,8.58,8.58,8.58,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
86,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),5,DUTY,CODE IN JEBAL ALI SUBSCRIPTION,85.77,,1,85.77,85.77,85.77,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
87,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),6,DUTY,CUSTOMS INSPECTION,125.0,,1,125.0,125.0,125.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
88,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),7,DUTY,PRO CUSTOMS,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
89,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),8,DUTY,OUTLAY FEE ON CUSTOMS DUTY CHARGES,1978.35,,1,1978.35,1978.35,1978.35,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
90,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),9,DUTY,Pass-through Customs Documentation Fee,85.77,,1,85.77,85.77,85.77,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
91,BAMF0017813,HVDC-ADOPT-HE-0499(LOT1),10,DUTY,Others,68.07,,1,68.07,68.07,68.07,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
92,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),1,DUTY,BILL OF ENTRY,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
93,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),2,DUTY,GATE PASS CHARGES,8.58,,1,8.58,8.58,8.58,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
94,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),3,DUTY,CUSTOMS INSPECITON,125.0,,1,125.0,125.0,125.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
95,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),4,DUTY,PRO CUSTOMS,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
96,BAMF0017919,HVDC-ADOPT-HE-0499(LOT2),5,DUTY,DUTY OUTLAY FEE @ 5%,989.18,,1,989.18,989.18,989.18,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
97,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),1,DUTY,MASTER DO FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
98,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),2,DUTY,DOCUMENT PROCESSING FEE,20.01,,1,20.01,20.01,20.01,0.0,FAIL,2.5949625595643293,671.11,CRITICAL,PortalFee,50,FAIL,0,No PDF docs
99,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),3,DUTY,CUSTOMS INSPECTION,125.0,,1,125.0,125.0,125.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
100,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),4,DUTY,CUSTOMS INSPECTION (PRO Requirement),150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
101,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),5,DUTY,CUSTOMS DUTY OUTLAY FEE,989.18,,1,989.18,989.18,989.18,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
102,BAMF0018111,HVDC-ADOPT-HE-0499(LOT3),6,DUTY,EXPORT CUSTOMS CLEARANCE FEE,150.0,,1,150.0,150.0,150.0,0.0,REVIEW_NEEDED,,,N/A,Other,50,FAIL,0,No PDF docs
